unique_id,q0.05,q0.1,q0.25,q0.5,q0.75,q0.9,q0.95,reconciled_median,bottomup_median,level,spend,roas_q0.05,roas_q0.1,roas_q0.25,roas_q0.5,roas_q0.75,roas_q0.9,roas_q0.95,roas_reconciled_median,horizon_days,max_abs_coherence_error
total/meta/remarketing/meta::120214632085450533,0.0,0.0,2169.087951672822,4118.274096971103,7003.0073401102345,8687.629717918357,12131.997386806379,4118.274096971103,4118.274096971109,campaign,356.8500010714286,0.0,0.0,6.078430559507405,11.54063075411557,19.624512593762002,24.345326304705274,33.997470506881086,11.54063075411557,30,0.0
total/meta/remarketing/meta::120214824667330533,6883.039574000815,10025.199597453284,14576.315272523054,18578.430331226707,31433.829162131187,59197.295268961236,72442.66561525539,18578.430331226707,18578.430331226707,campaign,661.0714285714286,10.411945330741373,15.165077727103833,22.049531476534064,28.103514277382377,47.54982261154367,89.54750229772634,109.5837189209698,28.103514277382377,30,0.0
total/meta/remarketing/meta::120215116515630533,0.0,0.0,1770.7325425799145,3829.8240994150356,5593.358704807535,9021.534507033623,15475.771999791341,3829.8240994150356,3829.8240994150483,campaign,280.78928357142854,0.0,0.0,6.306268245203407,13.639495249614063,19.920128837056097,32.129198067271254,55.11525156142413,13.639495249614063,30,0.0
total/meta/remarketing/meta::120231960742960533,8867.045545748762,9194.101463029609,9677.843150048908,12990.535051225728,17979.680896525846,20939.760953545694,22572.964462020347,12990.535051225728,12990.535051225726,campaign,2525.453574642857,3.511070500277447,3.6405743330006826,3.8321207909820805,5.1438423504034585,7.119386821065791,8.291485206378002,8.938182308582947,5.1438423504034585,30,0.0
total,718423.474458809,735336.6637311501,769960.4164223254,860734.0212352015,1027903.0184757679,1163398.2587631864,1178659.6532877057,860734.0212352015,860734.0212352006,total,180964.33848857146,3.9699726501869868,4.0634340990757645,4.254763247019253,4.756373705582661,5.6801413309434095,6.428881339163181,6.513215051827143,4.756373705582661,60,0.0
total/bing,0.0,0.0,4212.452673484368,13671.998252150122,13671.998252150122,13671.998252150122,13822.61795369607,13671.998252150122,13671.998252150082,channel,2107.992857142857,0.0,0.0,1.9983239787604714,6.485789648585884,6.485789648585884,6.485789648585884,6.557241362018203,6.485789648585884,60,0.0
total/google,611950.8128236457,629776.2356541042,657476.7734854188,714748.9546492576,817556.4182188631,885313.5640481283,957827.5346071484,714748.9546492576,714748.9546492568,channel,158184.99563357144,3.8685768544141994,3.9812640455037407,4.156378870524703,4.51843711084294,5.168356296653423,5.59669746490317,6.0551099095764656,4.51843711084294,60,0.0
total/meta,82870.22116355677,88896.21817867403,104938.95904835867,132313.06833379378,196521.39859972429,268219.7845680432,274995.755737431,132313.06833379378,132313.06833379378,channel,20671.34999785714,4.008940933811646,4.30045537363981,5.076541157652353,6.40079473994247,9.506945536701586,12.97543627270825,13.303231562812199,6.40079473994247,60,0.0
total/bing/Search,0.0,2017.1956838931183,9802.493966627202,13671.998252150122,16471.076984727086,18508.5428745744,19412.65924683891,13671.998252150122,13671.998252150082,campaign_type,2107.992857142857,0.0,0.9569271912179039,4.650155209687647,6.485789648585884,7.813630358810488,8.780173429838188,9.20907259294538,6.485789648585884,60,0.0
total/google/DEMAND_GEN,5292.170444006354,5356.360951931233,5438.645476358956,6117.592608772283,6566.544384155858,6814.637993505315,7351.330611487322,6117.592608772283,6117.592608772282,campaign_type,1585.9792499999999,3.3368472153758346,3.3773209529262336,3.429203425176563,3.857296751374448,4.140372192231304,4.296801483061847,4.635199742674643,3.857296751374448,60,0.0
total/google/PERFORMANCE_MAX,349008.0744724643,365495.1266893846,403322.4641425791,419866.04481073504,489641.0421492444,544127.4984963819,556296.4619890777,419866.04481073504,419866.0448107348,campaign_type,93091.14766285714,3.749100566859985,3.926207119210489,4.332554429377849,4.5102682193943915,5.259802402721999,5.845104633009974,5.975825585519524,4.5102682193943915,60,0.0
total/google/SEARCH,134185.5205128251,143225.1102079788,163521.47644386935,190657.97243579812,230272.04956095212,242970.22774066316,287926.9605655309,190657.97243579812,190657.972435798,campaign_type,39860.518789285714,3.3663766701624924,3.5931572031239325,4.10234190147628,4.7831282237863375,5.776945623267903,6.095510924608743,7.223362096404126,4.7831282237863375,60,0.0
total/google/SHOPPING,0.0,0.0,43827.709216464486,96067.27243128605,193322.14294009662,248896.18381986802,261087.14957318973,96067.27243128605,96067.27243128578,campaign_type,21176.035714285736,0.0,0.0,2.069684326556813,4.5366032494211055,9.12928867085722,11.753672272660467,12.32936858890239,4.5366032494211055,60,0.0
total/google/VIDEO,0.0,0.0,1447.0038012829882,2040.0723626658855,5858.287396593462,6090.845676358557,6152.184424606224,2040.0723626658855,2040.0723626658923,campaign_type,2471.3142171428576,0.0,0.0,0.5855199598843008,0.8255010020637762,2.370514989941814,2.4646180700567983,2.489438365194574,0.8255010020637762,60,0.0
total/meta/brand,4832.228021171847,4885.026443576981,5371.712163896512,5658.252332669382,7248.499041986405,7459.857381991439,7574.319024737246,5658.252332669382,5658.25233266938,campaign_type,5083.928571428572,0.9504909349688213,0.9608762937840216,1.056606537331242,1.112968495361733,1.4257672860949726,1.4673411078030227,1.489855515930052,1.112968495361733,60,0.0
total/meta/prospecting,10642.028146228156,14443.578133093943,20660.087326023324,49833.165680030266,63199.44831012066,93007.90605719117,95682.15372201003,49833.165680030266,49833.16568003027,campaign_type,7939.092850714285,1.3404589600272387,1.8192983007869021,2.602323428446176,6.276934483206951,7.960537746379243,11.71518053839403,12.052026033856178,6.276934483206951,60,0.0
total/meta/remarketing,37948.35954787374,40937.01063890608,49025.323361897594,76821.65032109412,102006.76037785655,139636.13408381748,145948.95973596256,76821.65032109412,76821.65032109412,campaign_type,7648.328575714286,4.961653931601612,5.352412652470665,6.4099394889450165,10.04424032788362,13.337131030400329,18.25707835398229,19.08246465762387,10.04424032788362,60,0.0
total/bing/Search/bing::566560838,9836.920469865283,10124.641456256722,11985.36512454798,13003.647755402195,15049.837254069187,16773.538151312077,17460.046243386423,13003.647755402195,13003.647755402188,campaign,2107.992857142857,4.666486623298194,4.802977117284693,5.685676345598615,6.168734258913549,7.139415678318531,7.957113371838788,8.282782450720216,6.168734258913549,60,0.0
total/bing/Search/bing::569378946,0.0,0.0,0.0,668.350496747928,3094.1522464355826,3979.7706807638015,4386.657508595401,668.350496747928,668.3504967478949,campaign,0.0,,,,,,,,,60,0.0
total/google/DEMAND_GEN/google::22819091664,2277.3491882853077,2460.315064860025,2785.5503062513226,3381.692970660294,3897.1428523297227,4460.358574579038,4967.870019010102,3381.692970660294,3381.692970660293,campaign,872.3052214285714,2.6107251594295176,2.8204749947853975,3.1933206838879586,3.8767313178775966,4.46763673608119,5.11330032769301,5.695105218875381,3.8767313178775966,60,0.0
total/google/DEMAND_GEN/google::22819175439,2362.2844290296,2384.817462041481,2500.912243875342,2735.8996381119887,2988.51908179203,3200.322804064903,3600.608948680023,2735.8996381119887,2735.8996381119887,campaign,713.6740285714286,3.3100327803131884,3.341606064627578,3.504278064989213,3.8335423857142144,4.1875127329128,4.4842920940685405,5.045173012513027,3.8335423857142144,60,0.0
total/google/PERFORMANCE_MAX/google::18253990962,0.0,9768.482057751382,11564.59352054976,15932.520756610777,23401.826683603293,26788.588452329088,27445.204253347045,15932.520756610777,15932.520756610695,campaign,2027.2158985714284,0.0,4.818668827841768,5.704667928413193,7.859311269134365,11.54382554916547,13.214472356499822,13.538372638399087,7.859311269134365,60,0.0
total/google/PERFORMANCE_MAX/google::18259733009,0.0,0.0,0.0,907.266335030854,3948.610877564557,5271.111780558909,5401.064105137115,907.266335030854,907.2663350308543,campaign,143.54960785714286,0.0,0.0,0.0,6.320228585603269,27.5069429760764,36.71979226724599,37.625070425215824,6.320228585603269,60,0.0
total/google/PERFORMANCE_MAX/google::21263646438,0.0,0.0,3047.957593163719,4931.073877190907,6244.499489741684,6929.394278098347,7148.27120414257,4931.073877190907,4931.0738771908955,campaign,1281.7283957142859,0.0,0.0,2.378005826628459,3.8472065483443565,4.871936605774992,5.406289118090975,5.577056128306308,3.8472065483443565,60,0.0
total/google/PERFORMANCE_MAX/google::21269832716,0.0,28.160565609843616,1037.1143098376233,2876.3201449968774,3951.3005364403098,8675.236778142867,10030.110321803633,2876.3201449968774,2876.320144996877,campaign,332.8123007142857,0.0,0.08461395672397047,3.1162138767460106,8.642469460484739,11.872459425207488,26.06645475399789,30.13743873131159,8.642469460484739,60,0.0
total/google/PERFORMANCE_MAX/google::21551974931,56703.189650467466,57671.9621288927,58894.23340403435,59911.43451986146,62576.31288101222,63981.59267698872,64474.083251961834,59911.43451986146,59911.43451986146,campaign,15522.796487142858,3.6528978330311355,3.7153074947971483,3.7940478993469355,3.85957740085587,4.031252547364298,4.121782613718029,4.153509537109766,3.85957740085587,60,0.0
total/google/PERFORMANCE_MAX/google::21555598453,5908.5197553632315,6577.275028782383,8405.665398075653,12967.974795402515,18468.17555624944,20874.31016877673,21469.954025989286,12967.974795402515,12967.974795402519,campaign,2282.9963914285718,2.588054793930712,2.880983541400471,3.6818566291363504,5.680243229507639,8.089445793951993,9.143382901150689,9.404287324586871,5.680243229507639,60,0.0
total/google/PERFORMANCE_MAX/google::21560212684,13981.287416722325,15044.629608790668,18016.318947423326,20250.31391445048,22498.00305599636,25911.677830723234,27477.333034455805,20250.31391445048,20250.31391445047,campaign,4848.621102857143,2.8835594945712675,3.102867658585516,3.7157613608551228,4.17650987463582,4.640082732539975,5.344133369269518,5.667040680548179,4.17650987463582,60,0.0
total/google/PERFORMANCE_MAX/google::21560247115,0.0,0.0,494.3394963426183,1330.3809016563807,2388.126742353631,2723.1189085810374,2755.061207345878,1330.3809016563807,1330.3809016563812,campaign,324.88628571428575,0.0,0.0,1.5215769888709754,4.094912466777239,7.3506542053727,8.381760105983131,8.480078502817312,4.094912466777239,60,0.0
total/google/PERFORMANCE_MAX/google::21638781593,228.20608619747418,1083.7087360100904,2754.6129601786906,4083.945831680501,5029.018488116391,6709.088710440399,9484.559585904237,4083.945831680501,4083.9458316804967,campaign,840.91422,0.27137855535071603,1.288726852555889,3.275735972426166,4.856554609910749,5.980417940983792,7.978327100284258,11.27886692878643,4.856554609910749,60,0.0
total/google/PERFORMANCE_MAX/google::21663737223,12427.756658037555,14741.392824723633,15785.74231755242,16802.71562491938,19034.122952116457,20270.365849446323,26039.88948779748,16802.71562491938,16802.715624919376,campaign,4085.981770714286,3.0415594966947226,3.6077970123069427,3.863390294762097,4.11228355088379,4.658396444286884,4.960953569282024,6.372982296307541,4.11228355088379,60,0.0
total/google/PERFORMANCE_MAX/google::21776623830,2210.9002462034377,2641.193578473197,4006.004881784512,4928.684747782014,6497.242381504062,7680.408182081448,8661.964309920804,4928.684747782014,4928.684747782014,campaign,1210.2499221428573,1.8268129629695313,2.1823538511754035,3.3100641516187967,4.07245202631811,5.368512951440728,6.34613400220889,7.15716989643264,4.07245202631811,60,0.0
total/google/PERFORMANCE_MAX/google::21777702230,15849.150875425796,16556.298147220445,17862.717843502207,19120.530470691538,20325.40497626705,21286.423302811276,23154.39290306334,19120.530470691538,19120.530470691538,campaign,4815.130510714286,3.2915309024665875,3.438390322002809,3.709705854027291,3.9709267335840415,4.221153493356079,4.420736521148542,4.808674001990565,3.9709267335840415,60,0.0
total/google/PERFORMANCE_MAX/google::21783084650,0.0,0.0,3768.5917777585146,5589.193631952907,7666.295018433197,8450.633107990117,8629.595731888676,5589.193631952907,5589.1936319529095,campaign,1276.3203321428573,0.0,0.0,2.9527005743388095,4.379146434632927,6.006560285349365,6.621091034256318,6.761308673505307,4.379146434632927,60,0.0
total/google/PERFORMANCE_MAX/google::21784340082,4963.422980841532,5786.61905915392,8036.71845827443,9635.267684730261,11096.574949652493,12419.725444685902,13248.207020291948,9635.267684730261,9635.267684730261,campaign,1209.0192642857146,4.105329937628338,4.786209144957371,6.647303889754397,7.969490618846964,9.17816223235146,10.272562077018222,10.95781300732123,7.969490618846964,60,0.0
total/google/PERFORMANCE_MAX/google::21784340304,0.0,0.0,0.0,4114.481503846454,13988.985819494366,16273.767881032873,21848.81789963871,4114.481503846454,4114.48150384644,campaign,570.0266785714286,0.0,0.0,0.0,7.218050765900912,24.540931758760554,28.54913373847229,38.32946548115096,7.218050765900912,60,0.0
total/google/PERFORMANCE_MAX/google::21794370952,37534.21338090898,38359.7712647382,39222.15451266349,40293.23976074754,42046.938783848454,43071.09062813254,43494.15936964852,40293.23976074754,40293.23976074755,campaign,11089.735718571428,3.3845904296936764,3.4590338524027224,3.536797946138617,3.633381424344537,3.791518558321867,3.8838698884413922,3.922019466776924,3.633381424344537,60,0.0
total/google/PERFORMANCE_MAX/google::21802413975,9381.174850611978,9813.269707696918,10784.644871093551,12512.474820618136,14002.957806254679,15435.323107643662,16539.669731823575,12512.474820618136,12512.474820618121,campaign,1434.0641335714288,6.541670369545376,6.842978272706471,7.520336516774327,8.72518496746499,9.764526898376133,10.763342270615995,11.53342402520923,8.72518496746499,60,0.0
total/google/PERFORMANCE_MAX/google::21802413978,4911.203405556162,14392.912337263691,15880.851628808392,16697.080475071474,18249.835167307472,20184.940892844243,20580.830303741597,16697.080475071474,16697.08047507142,campaign,3924.054010714286,1.2515636614956243,3.667868051246263,4.047052253982009,4.255058780914217,4.650760442511213,5.143899864204475,5.244787724008752,4.255058780914217,60,0.0
total/google/PERFORMANCE_MAX/google::21808837082,26475.743282899628,28415.88286140001,30117.451803262276,36737.60138914289,50498.499309761944,56140.90268338633,56533.70521306297,36737.60138914289,36737.60138914286,campaign,5554.460127857143,4.766573649546336,5.115867646413835,5.422210459701563,6.614072392903449,9.091522514762165,10.107355420884973,10.178073820267592,6.614072392903449,60,0.0
total/google/PERFORMANCE_MAX/google::21812740018,0.0,0.0,0.0,4226.568615848167,12847.356273328529,14341.224297224318,15042.238812588355,4226.568615848167,4226.56861584815,campaign,493.71108428571426,0.0,0.0,0.0,8.560813703348455,26.02201304010762,29.047807014446015,30.46769515890249,8.560813703348455,60,0.0
total/google/PERFORMANCE_MAX/google::22094147466,0.0,0.0,1384.5245583524174,8626.17590899837,19185.456170098965,20304.42528138784,20580.94545663726,8626.17590899837,8626.175908998364,campaign,603.4277357142857,0.0,0.0,2.294433080232112,14.295292374632806,31.794123860397097,33.64847864898555,34.106727680117835,14.295292374632806,60,0.0
total/google/PERFORMANCE_MAX/google::22104151159,0.0,0.0,4299.269371276438,8082.24002559053,15666.371948776858,19922.31092642189,20456.26008617852,8082.24002559053,8082.240025590526,campaign,514.6366628571428,0.0,0.0,8.353989681589912,15.704749795165812,30.441616541271685,38.71141013509971,39.74893660434166,15.704749795165812,60,0.0
total/google/PERFORMANCE_MAX/google::22211017645,2682.5100292527336,2801.528447330945,3129.283373556248,5446.919526073722,7903.40085968001,8512.02877006174,8593.806812256476,5446.919526073722,5446.919526073723,campaign,1292.0351378571427,2.076189687613072,2.168306700990591,2.4219800854226037,4.215767332076982,6.117016966572523,6.588078389399727,6.651372366319246,4.215767332076982,60,0.0
total/google/PERFORMANCE_MAX/google::22211017651,0.0,0.0,369.04609529349614,1055.7791366444465,1519.800113872238,1780.2565573918066,2094.983062149043,1055.7791366444465,1055.7791366444462,campaign,367.88032928571425,0.0,0.0,1.0031688729050705,2.8698983136564378,4.1312350590288975,4.839227367357199,5.694740640840229,2.8698983136564378,60,0.0
total/google/PERFORMANCE_MAX/google::22211017654,9674.057860109511,9930.674930986923,11858.76066922557,13185.495662090074,13662.553071802044,14073.912131026966,17967.525902288413,13185.495662090074,13185.495662090052,campaign,3999.7844785714283,2.418644782472059,2.482802507032525,2.96484991447866,3.2965515348965586,3.4158223136767085,3.5186676198247646,4.492123512791302,3.2965515348965586,60,0.0
total/google/PERFORMANCE_MAX/google::22227081821,0.0,345.79954945530017,1067.1219134096657,2075.9700271391116,2542.784644747082,2777.7487014165417,2911.279103169846,2075.9700271391116,2075.970027139112,campaign,503.8324907142857,0.0,0.686338328369928,2.1180093246801173,4.120357589872775,5.046885009623266,5.513238531874977,5.778267890271451,4.120357589872775,60,0.0
total/google/PERFORMANCE_MAX/google::22496284541,11279.079531433052,11815.264012197136,14041.162422076472,14745.372979575066,15418.405543684808,15715.96758524709,15797.185479908563,14745.372979575066,14745.372979575066,campaign,3132.876992142857,3.6002305739167473,3.7713782066226647,4.481874793453813,4.706655580974271,4.921484495673981,5.016464937711302,5.042389318038128,4.706655580974271,60,0.0
total/google/PERFORMANCE_MAX/google::22496284928,4901.182204960125,6682.232164403369,19107.538693169074,22202.43237028729,23152.593842324874,24220.436093950808,24962.05938419026,22202.43237028729,22202.432370287235,campaign,6442.747785,0.7607285537967284,1.0371711554441005,2.9657437060713803,3.44611229729945,3.5935899735558055,3.7593332693141903,3.8744430508838024,3.44611229729945,60,0.0
total/google/PERFORMANCE_MAX/google::22635965025,3571.805934046876,4869.886721849305,6133.1944710835,7315.1419382457225,9007.447504970221,9398.852307004221,9753.82498038286,7315.1419382457225,7315.141938245722,campaign,777.308957142857,4.5950916958112895,6.2650593140589494,7.890291774878282,9.410855067377431,11.587988819887991,12.09152708281073,12.548195785926422,9.410855067377431,60,0.0
total/google/PERFORMANCE_MAX/google::22645714681,0.0,0.0,0.0,21450.305329626546,25997.328317339077,31395.959338702563,34140.50674736045,21450.305329626546,21450.30532962653,campaign,4755.169150714285,0.0,0.0,0.0,4.510944752912616,5.467172143273591,6.60249054105394,7.179661893254023,4.510944752912616,60,0.0
total/google/PERFORMANCE_MAX/google::22739335904,0.0,944.4260210478715,3354.5016251438506,4355.254051989518,5053.464529426618,5996.385069461357,6609.181360680368,4355.254051989518,4355.254051989521,campaign,515.3397685714285,0.0,1.8326278673697383,6.509300911208254,8.451228330510379,9.80608297208521,11.635789502688516,12.824900703863115,8.451228330510379,60,0.0
total/google/PERFORMANCE_MAX/google::23069675969,1042.079756394114,3657.169302480053,7699.672741934208,11140.823896889096,14314.619272443375,22224.039302216574,27998.93067777628,11140.823896889096,11140.823896889098,campaign,2994.0835778571427,0.3480463151065167,1.2214653356796001,2.571629195282799,3.7209461951167553,4.780968500113917,7.422651614195171,9.351419207146861,3.7209461951167553,60,0.0
total/google/PERFORMANCE_MAX/google::23069675972,0.0,0.0,3928.798100822832,6335.064155354027,10820.147932682066,21429.107403068083,27582.659389422846,6335.064155354027,6335.064155354029,campaign,3923.750352857143,0.0,0.0,1.0012864600221096,1.6145431247278632,2.757603557729711,5.461384001523983,7.029667259370384,1.6145431247278632,60,0.0
total/google/SEARCH/google::21567626631,24252.149911642962,25181.0574758218,32885.581246099435,36135.4558832938,41884.35363140773,45877.98556373919,50396.30975400318,36135.4558832938,36135.45588329376,campaign,6935.422688571429,3.496852463168105,3.630789153964117,4.741683776576459,5.2102744859141445,6.0391926364383055,6.615023715762769,7.266508764786463,5.2102744859141445,60,0.0
total/google/SEARCH/google::21577977814,25045.09048298956,25673.22029848821,27241.860134193386,28938.356778290836,31061.577352537028,33094.609274935865,40917.561974648765,28938.356778290836,28938.356778290774,campaign,6058.301014285715,4.134012229490122,4.237693082260148,4.496617132419798,4.776645582656431,5.127110270568035,5.462688168992835,6.753966479738053,4.776645582656431,60,0.0
total/google/SEARCH/google::21587818996,4018.5344151661166,5401.24458205173,7431.362283808938,8611.728643243363,11155.320881284864,14432.040846039878,15198.93631064906,8611.728643243363,8611.72864324339,campaign,1398.195767142857,2.8740856678301854,3.8630102514820956,5.3149655137309955,6.159172303060965,7.978368368315263,10.321902830195967,10.870392163829337,6.159172303060965,60,0.0
total/google/SEARCH/google::21697189844,0.0,0.0,0.0,44.51320272529855,869.394435603414,1522.2287020986896,1876.5382343034048,44.51320272529855,44.51320272529626,campaign,11.228571428571428,0.0,0.0,0.0,3.9642801409298962,77.42698535908268,135.5674416627332,167.12172570132105,3.9642801409298962,60,0.0
total/google/SEARCH/google::21700991485,0.0,0.0,0.0,142.7368649512278,1885.9911005841234,2276.707535482354,2746.6439406507775,142.7368649512278,142.73686495122763,campaign,25.190775,0.0,0.0,0.0,5.666235554532475,74.86832384411053,90.37862215363975,109.03372129879996,5.666235554532475,60,0.0
total/google/SEARCH/google::21885723757,32497.220003047332,33053.92151557079,36854.26854686455,36909.956735622945,36957.69635473095,37005.60702480192,37010.629722101374,36909.956735622945,36909.956735622945,campaign,10756.729945714285,3.021105872049426,3.072859659244322,3.426159133199034,3.4313361887762808,3.435774305132174,3.4402283232503903,3.440695258585274,3.4313361887762808,60,0.0
total/google/SEARCH/google::22866636855,0.0,0.0,0.0,29261.43679653386,52416.7317234637,73806.77073496937,79126.37678158372,29261.43679653386,29261.436796533806,campaign,4685.796889285714,0.0,0.0,0.0,6.244708741738562,11.186300422734268,15.75116729957542,16.886429064501225,6.244708741738562,60,0.0
total/google/SEARCH/google::23078147752,0.0,0.0,0.0,119.29429934728589,2085.107507919893,6006.842020578066,8366.16070081852,119.29429934728589,119.29429934728589,campaign,54.40944857142858,0.0,0.0,0.0,2.192529100725523,38.322526007271875,110.40071491796687,153.7630121326344,2.192529100725523,60,0.0
total/google/SEARCH/google::9988712287,7036.82837267514,16071.813929250733,19970.561238533362,50494.4932317895,76513.47102797675,88159.92301310223,92748.28340290269,50494.4932317895,50494.49323178951,campaign,9935.243689285713,0.7082693281357296,1.6176567411811722,2.010072612518791,5.082360816800435,7.701217345125595,8.873453512587211,9.335280170623651,5.082360816800435,60,0.0
total/google/SHOPPING/google::22946407106,0.0,0.0,43827.709216464486,96067.27243128605,193322.14294009662,248896.18381986802,261087.14957318973,96067.27243128605,96067.27243128578,campaign,21176.035714285736,0.0,0.0,2.069684326556813,4.5366032494211055,9.12928867085722,11.753672272660467,12.32936858890239,4.5366032494211055,60,0.0
total/google/VIDEO/google::21956274883,0.0,0.0,60.689232667539216,299.5853442454085,1625.696026504284,2005.3780520724727,2073.252212019523,299.5853442454085,299.5853442454089,campaign,65.7771942857144,0.0,0.0,0.9226485459979524,4.554547324474023,24.71519261589051,30.487436775758066,31.51931660408014,4.554547324474023,60,0.0
total/google/VIDEO/google::22719291493,0.0,0.0,0.0,1740.487018420477,4684.710560425556,4724.98267692282,4801.659230671836,1740.487018420477,1740.4870184204835,campaign,2405.5370228571433,0.0,0.0,0.0,0.7235336649914611,1.9474697399840288,1.9642111645036282,1.9960861899222535,0.7235336649914611,60,0.0
total/meta/brand/meta::120228073930760533,4832.228021171847,4885.026443576981,5371.712163896512,5658.252332669382,7248.499041986405,7459.857381991439,7574.319024737246,5658.252332669382,5658.25233266938,campaign,5083.928571428572,0.9504909349688213,0.9608762937840216,1.056606537331242,1.112968495361733,1.4257672860949726,1.4673411078030227,1.489855515930052,1.112968495361733,60,0.0
total/meta/prospecting/meta::120214631839140533,0.0,0.0,0.0,8178.065113724087,11819.922476845117,14730.447095901807,15697.55674805999,8178.065113724087,8178.065113724092,campaign,559.992855,0.0,0.0,0.0,14.603874032864379,21.107273729135557,26.304705433968095,28.031708990394154,14.603874032864379,60,0.0
total/meta/prospecting/meta::120214873996970533,2479.5940023614203,3336.259763524835,5922.104856693466,26326.914293482423,42790.972640486696,67344.37427216924,70099.17052874928,26326.914293482423,26326.914293482423,campaign,5147.099997857143,0.4817458381212203,0.6481824260095582,1.1505711680672566,5.114902431358033,8.313608179033158,13.083945192478534,13.619158469416409,5.114902431358033,60,0.0
total/meta/prospecting/meta::120216797384630533,1324.7236845135185,1699.4721085873116,2515.1351203737986,7139.801331171085,8565.224455440602,9350.000958475333,10155.038288514133,7139.801331171085,7139.801331171082,campaign,1079.0785714285714,1.2276433983484096,1.574928975132379,2.3308174093792444,6.616572249895426,7.937535488357688,8.664800882939456,9.410842321769094,6.616572249895426,60,0.0
total/meta/prospecting/meta::120216797418540533,2076.8773147568327,2343.731276416788,3444.4242372391045,8188.384941652675,10030.917362880286,11083.78448425592,11650.925121098733,8188.384941652675,8188.384941652679,campaign,1152.9214264285715,1.801404039467302,2.0328629711367348,2.987561995364219,7.102292275908171,8.700434507452313,9.613651225643702,10.105567347455796,7.102292275908171,60,0.0
total/meta/remarketing/meta::120214632085450533,1589.6576304306345,2094.8307216723842,4935.062330592449,10970.737374788807,13957.939383219742,16451.060035627295,21719.409723820823,10970.737374788807,10970.737374788789,campaign,713.7000021428572,2.2273471005432923,2.9351698408052886,6.914757343106503,15.371637020946594,19.557151942428973,23.050385296670324,30.432127866903627,15.371637020946594,60,0.0
total/meta/remarketing/meta::120214824667330533,3130.5806714676073,6232.602001778512,10903.149985694305,32692.977816369676,51992.19483672494,83432.68523872244,87332.03480024412,32692.977816369676,32692.977816369686,campaign,1322.142857142857,2.3678081793920316,4.714015560502387,8.24657481359915,24.727265771430332,39.324188423238745,63.10413794392837,66.05340287430674,24.727265771430332,60,0.0
total/meta/remarketing/meta::120215116515630533,4954.902926645463,5757.855580172539,6830.219345261221,8940.893896092975,12327.72210179573,13958.511670093456,15776.100723456893,8940.893896092975,8940.893896092968,campaign,561.5785671428571,8.823169573323495,10.252983139058845,12.162535653757805,15.921002721990542,21.951909889502147,24.855848294051118,28.092419558889063,15.921002721990542,60,0.0
total/meta/remarketing/meta::120231960742960533,18116.71926566158,18976.11880872389,22425.34357454995,24217.04123384267,25977.043575488933,28387.62583781174,29672.87019221042,24217.04123384267,24217.04123384267,campaign,5050.907149285714,3.5868248475372586,3.756972410670318,4.439864545465121,4.794592440145604,5.143045161533515,5.62030245236764,5.874760575712955,4.794592440145604,60,0.0
total,907722.4065459917,915011.6639813018,971121.7111436395,983425.1879761686,1321440.928792391,1421010.2196711437,1446890.9503281964,983425.1879761686,983425.1879761689,total,200134.19032392855,4.535568885440271,4.571990735317656,4.852352861706557,4.913828998355749,6.602774501715893,7.100287149193039,7.229604037102912,4.913828998355749,90,0.0
total/bing,17127.843489802028,17577.939893133713,18818.156155167897,18818.156155167897,31985.261416779722,33109.8822022648,36937.14119523977,18818.156155167897,18818.156155167868,channel,3161.9892857142854,5.416793651763716,5.559139612695715,5.95136619854704,5.95136619854704,10.115550220643563,10.471218973401854,11.68161491315609,5.95136619854704,90,0.0
total/google,738043.4517324566,763037.6818112241,800111.0468108015,818714.2565773331,1018308.2397267233,1081312.6218340928,1105329.728549127,818714.2565773331,818714.2565773336,channel,181167.4296225,4.073819743815561,4.2117817943389255,4.416417721871968,4.51910289991581,5.620812978627451,5.968581792473583,6.10115036048318,4.51910289991581,90,0.0
total/meta,107096.97197506152,111877.07835061604,145892.7752436676,145892.7752436676,293267.2532502468,312347.4995325305,317379.37238733895,145892.7752436676,145892.7752436676,channel,15804.771415714287,6.776243019154183,7.078690061874572,9.23093231823714,9.23093231823714,18.555614980844236,19.762860930843406,20.081237750251585,9.23093231823714,90,0.0
total/bing/Search,5375.999692895035,5825.958403357457,14060.092161366756,18818.156155167897,21778.12582268346,67547.28110468906,69746.28084315997,18818.156155167897,18818.156155167868,campaign_type,3161.9892857142854,1.700195417227864,1.8424978318803469,4.446597028297841,5.95136619854704,6.887476159731464,21.362273872926895,22.05772206701341,5.95136619854704,90,0.0
total/google/PERFORMANCE_MAX,404918.6119288791,456429.6112893254,502805.69493379036,583270.7315075104,707101.6556631539,1110941.0840356394,1356450.9621209698,583270.7315075104,583270.7315075108,campaign_type,128486.96094535715,3.1514373828258155,3.5523418713548334,3.9132818710501156,4.539532472525079,5.50329504613211,8.646333261069968,10.557109858780459,4.539532472525079,90,0.0
total/google/SEARCH,149612.17468296766,164999.16470974006,190275.67545123323,235443.52506982267,272252.2609070197,434825.201827909,441636.95787524653,235443.52506982267,235443.52506982285,campaign_type,52680.46867714286,2.839993235441388,3.1320747300285565,3.6118827381235987,4.469275444619906,5.167992383961938,8.254011643153282,8.38331489763046,4.469275444619906,90,0.0
